file_name,caption
10011/frame_180.jpg,"The car's front left door is open, while the front right door remains closed. The rear left door is closed, but the rear right door is open. Additionally, the hood is open."
11010/frame_32.jpg,"The car's front doors are open on both the left and right sides. The rear door on the left is closed, while the right rear door is open. The hood remains closed."
01101/frame_191.jpg,"The car's front left door is closed, while the front right door is open. At the rear, the left door remains open, whereas the right door is closed. The hood is currently open."
01010/frame_192.jpg,"The car's front doors include the left door, which is closed, and the right door, which is open. Its rear doors consist of the left side, closed, and the right side, open. Additionally, the hood is closed."
11001/frame_393.jpg,"The car's front doors are both open, while the rear doors are closed. The hood is also open."
11101/frame_7.jpg,"The car's front doors are both open, with the left door and the right door ajar. The rear doors show the left side open while the right remains closed. Additionally, the hood is open, revealing the engine compartment."
10010/frame_242.jpg,"The car's front left door is open while the front right door remains closed. At the back, the left door is closed, but the right door is open. The hood is closed."
10001/frame_26.jpg,"The car's front left door is open, while the front right door remains closed. The rear doors are both closed, and the hood is currently open."
11100/frame_352.jpg,"The car's front doors are both open, with the left side and right side ajar, while the rear left door remains open and the rear right door is closed. The hood is closed."
01010/frame_397.jpg,"The car's front doors are with the left door closed and the right door open, while the rear doors have the left door closed and the right door open. Additionally, the hood is closed."
10011/frame_244.jpg,"The car's front doors are in different states, with the left door open and the right door closed. Meanwhile, the rear doors are also positioned uniquely: the left rear door is closed while the right rear door is open. Additionally, the hood of the vehicle is open."
11011/frame_100.jpg,"The car's front doors are both open, with the left and right doors ajar. The rear door on the left side remains closed, while the right rear door is open. The hood is currently open."
00111/frame_169.jpg,"The car's front doors are both closed, while the rear doors are open on the left side and open on the right side. Additionally, the hood is open."
11001/frame_2.jpg,"The car's front doors are both open, while the rear doors remain closed. The hood is also open, exposing the engine compartment."
10110/frame_367.jpg,"The car's front left door is open, while the front right door remains closed. The rear left and rear right doors are both open. The hood is closed."
00111/frame_151.jpg,"The car's front doors are both closed, while the rear doors are open on both sides. Additionally, the hood is presently open."
10010/frame_349.jpg,"The car's front left door is open while the front right door remains closed. At the back, the left rear door is closed, but the right rear door is open. The hood is also closed."
01000/frame_340.jpg,"The car's front left door is closed, while the front right door is open. Both rear doors are closed, and the hood remains shut."
11011/frame_214.jpg,"The car's front doors are both open, with the left door and the right door swung wide. The rear door on the left side remains closed, while the right rear door is open. Additionally, the hood is open, revealing its underside."
10111/frame_211.jpg,"The car's front left door is open while the front right door remains closed. Both rear doors are open, and the hood is also open."
11000/frame_305.jpg,"The car's front doors are both open, while the rear doors are securely closed. The hood remains closed."
00111/frame_132.jpg,"The car's front doors are both closed, while the rear doors are open on both sides. Additionally, the hood remains open."
11010/frame_297.jpg,"The car's front doors are open on both the left and right sides, while the rear door on the right remains open, and the left rear door is closed. The hood is closed."
11010/frame_311.jpg,"The car's front doors are both open, with the left and right sides accessible. The rear door on the left remains closed, while the right rear door is open. The hood of the vehicle is closed, and the front doors are currently not shut."
10010/frame_366.jpg,"The car's front left door is open while the front right door remains closed. At the back, the left door is closed, but the right rear door is open. The hood is currently closed."
01100/frame_234.jpg,"The car's front left door is closed, while the front right door is open. The rear left door remains open, whereas the rear right door is closed. The hood is closed."
10101/frame_175.jpg,"The car's front left door is open, while the front right door remains closed. The rear left door is also open, with the rear right door securely closed. The hood is currently open."
01101/frame_267.jpg,"The car's front left door is closed while the front right door is open. Its rear left door is open, whereas the rear right door remains closed. Additionally, the hood is open."
10011/frame_238.jpg,"The car's front left door is open while the front right door remains closed. The rear left door is closed, but the rear right door is open. Additionally, the hood is open."
10110/frame_108.jpg,"The car's front left door is open, while the front right door remains closed. Both rear doors are open, and the hood is closed."
11001/frame_242.jpg,"The car's front doors are both open, with the left side and right side ajar. The rear doors are securely closed on both sides. Additionally, the hood remains open, revealing the engine compartment."
00010/frame_328.jpg,"The car's front doors are both closed, while the left rear door is closed and the right rear door is open. The hood remains closed."
11011/frame_128.jpg,"The car's front doors are both open, with the left and right doors ajar. The rear door on the left side remains closed, while the right rear door is open. Additionally, the hood is currently open."
00000/frame_331.jpg,"The car's front doors are both closed, with the left door shut and the right door also closed. The rear doors remain closed as well, with the left side shut and the right side secured. The hood is firmly closed, completing the overall secure condition of the vehicle."
11000/frame_23.jpg,"The car's front doors are both open, with the left door and the right door swung wide. The rear doors are closed, remaining securely shut on both sides. The hood is also closed, resting firmly in place."
11001/frame_248.jpg,"The car's front doors are both open, with the left door swung wide and the right door also open. The rear doors remain closed on both sides, securely shut. Additionally, the hood is open, providing access to the engine compartment."
01011/frame_116.jpg,"The car's front left door is closed, while the front right door is open. The rear left door remains closed, whereas the rear right door is open. Additionally, the hood is open."
10011/frame_175.jpg,"The car's front left door is open while the front right door is closed. At the rear, the left door remains closed, but the right door is open. Additionally, the hood is currently open."
00010/frame_321.jpg,"The car's front doors are both closed, with the left door shut and the right door also closed. The rear doors show that the left door is closed, while the right door remains open. The hood is securely closed."
01101/frame_370.jpg,"The car's front doors show the left door as closed and the right door as open. Meanwhile, at the rear, the left door is open, and the right door remains closed. Additionally, the hood of the vehicle is open."
00111/frame_341.jpg,"The car's front doors are both closed, while the rear doors are open on both sides. The hood remains open as well."
01001/frame_373.jpg,The car's front left door is closed while the front right door is open. Both rear doors are closed. The hood is open.
01101/frame_50.jpg,"The car's front left door is closed while the front right door remains open. The rear left door is open, whereas the rear right door is closed. Additionally, the hood is open."
00001/frame_224.jpg,"The car's front doors are both closed, while the rear doors remain shut as well. However, the hood is currently open."
00110/frame_331.jpg,"The car's front doors are both closed, while the rear doors are left open and the right rear door is also open. The hood is closed."
01100/frame_7.jpg,"The car's front left door is closed, while the right front door is open. At the rear, the left door is open, whereas the right rear door remains closed. The hood is securely closed."
10100/frame_159.jpg,"The car's front left door is open while the front right door remains closed. The rear left door is also open, whereas the rear right door is closed. The hood is securely closed."
01001/frame_324.jpg,"The car's front doors are mismatched, with the left door closed and the right door open. Its rear doors are both closed, ensuring the back is secure. Meanwhile, the hood remains open, exposing the engine compartment."
00011/frame_196.jpg,"The car's front doors are both closed, while the left rear door remains closed and the right rear door is open. Additionally, the hood is open."
10011/frame_366.jpg,"The car's front left door is open while the front right door remains closed. At the rear, the left door is closed, but the right door is open. Additionally, the hood is open."
01011/frame_349.jpg,"The car's front left door is closed while the front right door is open. The rear left door remains closed, but the rear right door is open. Additionally, the hood is open."
00110/frame_112.jpg,"The car's front doors are both closed, while the rear doors are open on the left side and open on the right side. The hood remains closed."
11111/frame_344.jpg,"The car's front doors are both open, with the left and right sides swung outward. Its rear doors are also open, allowing easy access from the back as well. Additionally, the hood is open, revealing the engine compartment underneath."
11001/frame_84.jpg,"The car's front doors are both open, with the left and right sides wide ajar. Meanwhile, the rear doors remain closed, securely shut on both sides. The hood is also open, leaving the engine compartment accessible."
10000/frame_280.jpg,"The car's front left door is open, while the front right door remains closed. The rear doors are both closed, and the hood is also closed."
11101/frame_270.jpg,"The car's front doors are both open, with the left and right sides accessible. The rear door on the left remains open, while the right rear door is closed. Additionally, the hood is currently open, exposing the engine compartment."
00111/frame_125.jpg,"The car's front doors are both closed, while the rear doors have their left side open and the right side open. The hood is also open."
01101/frame_348.jpg,"The car's front left door is closed while the front right door is open. Its rear left door is open, and the rear right door is closed. The hood remains open."
10011/frame_282.jpg,"The car's front door on the left side is open while the right front door remains closed. At the rear, the left door is closed, but the right rear door is open. Additionally, the hood is currently open."
00111/frame_394.jpg,"The car's front doors are both closed, while the rear doors remain open on both sides. The hood is currently open."
01111/frame_121.jpg,"The car's front left door is closed, while the front right door is open. The rear doors are both open, with the left and right sides ajar. Additionally, the hood is open."
11101/frame_74.jpg,"The car's front doors are both open, with the left and right sides accessible. Its rear door on the left is open, while the right rear door remains closed. Additionally, the hood is open, revealing the engine compartment."
11100/frame_389.jpg,"The car's front doors are both open, with the left and right sides accessible. The rear door on the left remains open, while the right rear door is closed. The hood of the vehicle is shut securely."
11011/frame_49.jpg,"The car's front doors are both open, while the rear door on the left remains closed and the right is open. The hood is also open."
10101/frame_143.jpg,"The car's front left door is open while the front right door remains closed. At the rear, the left door is open, and the right door is closed. The hood is currently open."
11111/frame_190.jpg,"The car's front doors are both open, with the left and right sides unlatched. The rear doors are also open, allowing easy access from the back. Additionally, the hood is currently open, revealing the engine compartment."
00101/frame_281.jpg,"The car's front doors are both closed, with the left front door shut and the right front door also closed. The rear doors show that the left door is open while the right remains closed. Additionally, the hood is open."
01100/frame_255.jpg,"The car's front doors are in different states, with the left door closed and the right door open. Meanwhile, the rear doors also show a contrasting setup, as the left rear door is open while the right rear door remains closed. The hood of the vehicle is securely closed."
01100/frame_242.jpg,"The car's front left door is closed, while the front right door is open. At the rear, the left door is open, whereas the right door remains closed. The hood is securely closed."
11010/frame_302.jpg,"The car's front doors are both open, with the left side and right side both ajar. The rear door on the left remains closed, while the right rear door is open. The hood is currently closed."
01101/frame_248.jpg,"The car's front doors are in different states, with the left door being closed and the right door open. Its rear doors also show contrasting conditions: the left rear door is open, while the right rear door is closed. Additionally, the hood remains open."
11011/frame_91.jpg,"The car's front left door and front right door are both open, while the rear left door is closed and the rear right door is open. The hood is also open."
00111/frame_239.jpg,"The car's front doors are both closed, while the rear doors are open on the left side and open on the right side. The hood remains open as well."
00111/frame_267.jpg,"The car's front doors are both closed, while the rear doors are open on both sides. Its hood remains open as well."
01001/frame_338.jpg,"The car's front doors are in different states, with the left door closed and the right door open. Its rear doors are both closed, ensuring the back is secure. The hood is currently open, revealing the engine compartment."
10000/frame_21.jpg,"The car's front left door is open, while the front right door remains closed. Both rear doors are closed. The hood is also closed."
01101/frame_271.jpg,"The car's front left door is closed while the front right door is open. At the rear, the left door remains open, whereas the right door is closed. Additionally, the hood is currently open."
00111/frame_47.jpg,"The car's front doors are both closed, while the rear doors are open on the left side and open on the right side. The hood remains open as well."
01000/frame_343.jpg,"The car's front left door is closed, while the front right door remains open. Both rear doors are closed, and the hood is also shut."
01001/frame_282.jpg,The car's front doors show the left side as closed while the right side is open. The rear doors are both closed on the left and right sides. The hood remains open.
01011/frame_148.jpg,"The car's front left door is closed, while the front right door is open. The rear left door remains closed, but the rear right door is open. Additionally, the hood is open."
01100/frame_271.jpg,"The car's front doors are in different states, with the left door closed and the right door open. The rear doors show a contrasting setup: the left rear door is open while the right rear door is closed. Additionally, the hood of the car remains closed."
11111/frame_183.jpg,"The car's front doors are both open, with the left and right sides unsecured. The rear doors are also open, allowing easy access from the back. Additionally, the hood is open, revealing the engine beneath."
10010/frame_96.jpg,"The car's front left door is open, while the front right door is closed. At the rear, the left door is closed, but the right door is open. The hood remains closed."
10110/frame_350.jpg,"The car's front left door is open, while the front right door is closed. Both rear doors are open, and the hood remains closed."
00010/frame_243.jpg,"The car's front doors are both closed, while the rear door on the left remains closed, and the rear right door is open. The hood is also closed."
10110/frame_121.jpg,"The car's front left door is open, while the front right door remains closed. Both rear doors are open, and the hood is closed."
10010/frame_310.jpg,"The car's front left door is open while the front right door remains closed. At the rear, the left door is closed whereas the right door is open. The hood is securely closed."
01001/frame_380.jpg,"The car's front doors are in different states, with the left door closed and the right door open. Both rear doors are closed. The hood is currently open."
01111/frame_27.jpg,"The car's front left door is closed while the front right door is open. At the rear, both the left and right doors are open, and the hood is also open, revealing the engine compartment."
00100/frame_183.jpg,"The car's front doors are both closed, while the left rear door is open and the right rear door remains closed. The hood is closed as well."
01101/frame_103.jpg,"The car's front doors are one closed on the left side and the other open on the right. The rear doors show the opposite pattern, with the left side open and the right side closed. Additionally, the hood remains open."
11101/frame_114.jpg,"The car's front doors are both open, with the left and right sides accessible. The rear door on the left remains open, while the right rear door is closed. Additionally, the hood is open, revealing the engine compartment."
01011/frame_289.jpg,"The car's front doors have the left side closed and the right side open, while the rear doors are also closed on the left and open on the right. Additionally, the hood remains open."
10100/frame_319.jpg,"The car's front left door is open, while the front right door remains closed. The rear left door is also open, whereas the rear right door is closed. The hood is secured in the closed position."
10011/frame_237.jpg,"The car's front doors are in different states, with the left door open and the right door closed. Meanwhile, the rear doors are also in contrasting positions: the left is closed while the right is open. The hood remains open, completing the set of conditions."
11011/frame_148.jpg,"The car's front doors are both open, with the left and right sides ajar. The rear door on the left remains closed, while the right rear door is open. Additionally, the hood is open."
01001/frame_357.jpg,"The car's front doors have the left side closed and the right side open, while both rear doors are closed. The hood is also open."
10000/frame_368.jpg,"The car's front left door is open, while the front right door remains closed. Both rear doors are closed, and the hood is also closed."
01100/frame_118.jpg,"The car's front left door is closed, while the front right door is open. Its rear left door is open, whereas the rear right door remains closed. The hood is securely closed."
11101/frame_189.jpg,"The car's front doors are both open, with the left door and the right door pulled wide open. The rear left door remains open as well, while the rear right door is closed. Additionally, the hood of the vehicle is open."
10100/frame_31.jpg,"The car's front left door is open while the front right door is closed. The rear left door remains open, whereas the rear right door is closed. The hood is shut."
11010/frame_358.jpg,"The car's front doors are both open, with the left side and the right side accessible. The rear door on the left remains closed, while the right rear door is open, allowing entry from that side. The hood of the vehicle is securely closed, ensuring everything is in place."
10101/frame_345.jpg,"The car's front left door is open, while the front right door remains closed. The rear left door is also open, whereas the rear right door is closed. Additionally, the hood is currently open."
00011/frame_323.jpg,"The car's front doors are both closed, while the rear left door is closed and the rear right door is open. Additionally, the hood is open."
11101/frame_225.jpg,"The car's front doors are both open, with the left side open and the right side open. The rear doors show the left door open while the right door remains closed. Additionally, the hood is open, revealing the engine compartment."
01011/frame_344.jpg,"The car's front left door is closed while the front right door is open. Similarly, the rear left door remains closed, whereas the rear right door is open. Additionally, the hood is open."
00011/frame_17.jpg,"The car's front left door is closed, while the front right door is also closed. The rear left door remains closed, but the rear right door is open. Additionally, the hood is open."
11010/frame_277.jpg,"The car's front doors are open on both the left and right sides, while the rear doors show the left door closed and the right door open. The hood remains closed."
00111/frame_182.jpg,"The car's front doors are both closed, while the left and right rear doors are open. The hood is also open."
00010/frame_66.jpg,"The car's front doors are both closed, while the rear door on the left remains closed but the right rear door is open. The hood is securely closed."
01101/frame_160.jpg,"The car's front doors have the left side closed and the right side open, while the rear doors feature the left side open and the right side closed. Additionally, the hood remains open."
10011/frame_187.jpg,"The car's front door on the left is open while the right side remains closed. Its rear door on the left is closed, but the right rear door is open. The hood is also open."
10100/frame_256.jpg,"The car's front left door is open while the front right door remains closed. The rear left door is also open, whereas the rear right door is closed. The hood of the vehicle is securely closed."
11111/frame_18.jpg,"The car's front doors are open on both the left and right sides, while the rear doors are also open on both the left and right. Additionally, the hood is open."
10110/frame_150.jpg,"The car's front left door is open, while the front right door remains closed. Both rear doors are open, and the hood is closed."
11001/frame_292.jpg,"The car's front doors are both open, with the left side and right side both ajar. The rear doors are securely closed, unlike the front doors. The hood is also open, exposing the engine compartment."
11110/frame_91.jpg,"The car's front doors are both open, with the left door and the right door both swung wide open. The rear doors are also open, with the left and right sides both ajar. The hood remains closed, securely in place."
00001/frame_371.jpg,"The car's front doors are both closed on the left and right sides, while the rear doors are also shut on both the left and right. However, the hood is currently open."
11101/frame_169.jpg,"The car's front doors are both open, with the left and right doors unlatched. The rear left door remains open as well, while the rear right door is closed. Additionally, the hood is currently open."
10101/frame_350.jpg,"The car's front left door is open, while the front right door remains closed. The rear left door is also open, whereas the rear right door is closed. Additionally, the hood is open."
11101/frame_309.jpg,"The car's front doors are both open, with the left side and the right side accessible. The rear door on the left remains open, while the right rear door is closed. The hood is also open, providing access underneath."
01011/frame_89.jpg,"The car's front doors are with the left closed and the right open, while the rear doors have the left closed and the right open as well. Additionally, the hood remains open."
00011/frame_341.jpg,"The car's front doors are both closed, while the rear left door is also closed but the rear right door remains open. Additionally, the hood of the vehicle is open."
10010/frame_144.jpg,"The car's front left door is open, while the front right door is closed. At the back, the left rear door remains closed, but the right rear door is open. Additionally, the hood is closed."
00000/frame_160.jpg,"The car's front doors are closed on both the left and right sides. The rear doors are also shut on both the left and right. Additionally, the hood is securely closed."
10011/frame_15.jpg,"The car's front doors have the left side open and the right side closed, while the rear doors are positioned with the left closed and the right open. Additionally, the hood is currently open."
11011/frame_190.jpg,"The car's front doors are both open, with the left and right doors ajar. The rear door on the left side remains closed, while the right rear door is open. Additionally, the hood is open, revealing the engine bay."
10001/frame_47.jpg,"The car's front left door is open while the front right door remains closed. The rear doors are both closed, with the left and right doors securely shut. The hood is currently open, exposing the engine compartment."
01110/frame_112.jpg,"The car's front left door is closed while the front right door is open. The rear left door is open, and the rear right door is also open. The hood remains closed."
11101/frame_15.jpg,"The car's front doors are both open, with the left door open on the driver's side and the right door open on the passenger side. The rear door on the left remains open, while the rear right door is closed. Additionally, the hood of the vehicle is open."
11000/frame_60.jpg,"The car's front doors are both open, while the rear doors remain closed. The hood is also closed."
01110/frame_171.jpg,"The car's front left door is closed, while the front right door is open. At the rear, both the left and right doors are open. The hood remains closed."
11011/frame_101.jpg,"The car's front doors are both open, with the left and right doors swung wide open. The rear doors have the left side closed while the right side remains open. Additionally, the hood is open, indicating it is lifted."
10111/frame_73.jpg,"The car's front left door is open, while the front right door is closed. Both rear doors are open, and the hood is also open."
01111/frame_81.jpg,"The car's front left door is closed while the front right door is open. The rear left door is open, and the rear right door is also open. Additionally, the hood remains open."
10111/frame_28.jpg,"The car's front doors are in different states, with the left door open and the right door closed. Its rear doors are both open, revealing their open status. The hood of the vehicle is also open, exposing the engine compartment."
11111/frame_367.jpg,"The car's front doors are both open, with the left and right sides accessible. Similarly, the rear doors are also open, revealing the vehicle's interior. Additionally, the hood is open, indicating it is not securely closed."
11010/frame_279.jpg,"The car's front doors are both open, with the left door and the right door unlatched. The rear door on the left side remains closed, while the rear right door is open. The hood of the vehicle is closed."
10110/frame_278.jpg,The car's front left door is open while the front right door remains closed. The rear doors are both open on the left and right sides. The hood is closed.
11011/frame_134.jpg,"The car's front doors are both open, with the left side swung wide and the right side also ajar. The rear left door remains closed, while the rear right door is open. Additionally, the hood is open, revealing the engine compartment."
01011/frame_17.jpg,"The car's front doors are positioned with the left door closed and the right door open, while the rear doors have the left door closed and the right door open as well. Additionally, the hood is currently open."
11110/frame_178.jpg,"The car's front doors are both open, with the left and right sides ajar. The rear doors are also open on both the left and right, allowing easy access. The hood remains closed, securely shut."
00011/frame_295.jpg,"The car's front doors are both closed, while the rear door on the left remains closed, and the one on the right is open. The hood is currently open."
00111/frame_370.jpg,"The car's front doors are both closed, while the rear doors are open on the left and right sides. The hood is also open."
00000/frame_76.jpg,"The car's front left door is closed, while the front right door is also closed. The rear left door remains closed alongside the rear right door. Additionally, the hood of the vehicle is closed."
00001/frame_135.jpg,"The car's front doors are both closed, with the left and right doors securely shut. The rear doors are also closed, ensuring all access points are secured. However, the hood is open, leaving the engine compartment exposed."
10101/frame_211.jpg,"The car's front left door is open, while the front right door remains closed. The rear left door is also open, whereas the rear right door is closed. Additionally, the hood is currently open."
00101/frame_345.jpg,"The car's front doors are both closed, while the rear door on the driver's side is open and the passenger side rear door remains closed. Additionally, the hood is open."
01110/frame_202.jpg,The car's front left door is closed while the front right door is open. The rear doors are both open on the left and right sides. The hood remains closed.
11101/frame_118.jpg,"The car's front doors are both open, with the left and right sides accessible. The rear door on the left remains open, while the right rear door is closed. Additionally, the hood is currently open."
10001/frame_27.jpg,The car's front left door is open while the front right door is closed. The rear doors are both closed. The hood is currently open.
10011/frame_37.jpg,"The car's front left door is open while the front right door is closed. Its rear left door remains closed, but the rear right door is open. Additionally, the hood is open."
01101/frame_202.jpg,"The car's front left door is closed while the front right door is open. The rear left door is open, whereas the rear right door remains closed. The hood is open."
11001/frame_112.jpg,"The car's front doors are both open, with the left and right sides swung wide open. Its rear doors remain closed, securely shut on both sides. The hood is also open, revealing the engine bay."
11010/frame_208.jpg,"The car's front doors are open on both sides, with the left and right doors swung wide open. Its rear left door remains closed, while the rear right door is open. The hood of the vehicle is securely closed."
00011/frame_361.jpg,"The car's front doors are both closed, while the rear door on the left remains closed, but the right rear door is open. Additionally, the hood is open."
10101/frame_28.jpg,"The car's front left door is open while the front right door remains closed. At the rear, the left door is open, whereas the right door is closed. Additionally, the hood is currently open."
01110/frame_399.jpg,"The car's front left door is closed, while the front right door is open. Both the rear doors are open, with the left and right sides ajar. The hood is currently closed."
00100/frame_111.jpg,"The car's front doors are both closed, while the left rear door is open and the right rear door remains closed. The hood is also closed."
01101/frame_83.jpg,"The car's front left door is closed, while the front right door is open. At the rear, the left door remains open, whereas the right door is closed. Additionally, the hood is open."
11110/frame_384.jpg,"The car's front doors are both open, with the left and right sides ajar. The rear doors are also open on both the left and right. The hood remains closed, completing the overall condition of the vehicle."
00101/frame_199.jpg,"The car's front doors are both closed, while the left rear door is open and the right rear door remains closed. Additionally, the hood is open, revealing the engine bay."
00111/frame_40.jpg,"The car's front doors are both closed, while the rear doors are open on the left side and open on the right side. The hood is currently open."
01000/frame_198.jpg,The car's front doors include the left door which is closed and the right door that is open. The rear doors are both closed on the left and right sides. The hood is also closed.
10101/frame_270.jpg,"The car's front left door is open, while the front right door is closed. The rear left door remains open, whereas the rear right door is closed. Additionally, the hood is open."
01101/frame_344.jpg,"The car's front left door is closed, while the front right door is open. At the rear, the left door remains open, and the right door is closed. Additionally, the hood is currently open."
11011/frame_242.jpg,"The car's front doors are both open, with the left and right doors wide open. The rear door on the left remains closed, while the right rear door is also open. The hood of the vehicle is currently open."
11100/frame_345.jpg,"The car's front doors are both open, while the rear left door is open and the rear right door remains closed. The hood is closed."
01000/frame_77.jpg,"The car's front left door is closed, while the front right door is open. Both rear doors are closed, and the hood remains closed."
10101/frame_71.jpg,"The car's front left door is open while the front right door remains closed. The rear left door is also open, whereas the rear right door is closed. Additionally, the hood is currently open."
11100/frame_103.jpg,"The car's front doors are both open, with the left and right sides ajar. The rear door on the left remains open, while the right rear door is closed. The hood is securely closed."
10111/frame_26.jpg,"The car's front left door is open while the front right door remains closed. Both rear doors are open, with the left and right sides accessible. The hood is also open, revealing the engine compartment."
00000/frame_230.jpg,"The car's front doors are both closed, with the left door shut and the right door closed as well. The rear doors are also securely closed, with the left and right doors both shut. Additionally, the hood is closed, completing the overall secure condition of the vehicle."
11111/frame_364.jpg,"The car's front doors are both open, with the left and right sides accessible. The rear doors are also open, allowing easy entry from the back. Additionally, the hood remains open, providing a clear view of the engine compartment."
10101/frame_73.jpg,"The car's front left door is open while the front right door remains closed. The rear left door is also open, whereas the rear right door is closed. Additionally, the hood is open."
01110/frame_96.jpg,"The car's front left door is closed while the front right door is open. The rear left door is open, and the rear right door is also open. The hood is closed."
11100/frame_205.jpg,"The car's front doors are both open, with the left side open and the right side open. The rear doors are in different states: the left rear door is open, while the right rear door remains closed. Additionally, the hood is closed."
10011/frame_115.jpg,"The car's front door on the left is open while the right one is closed. The rear door on the left remains closed, whereas the right rear door is open. Additionally, the hood is currently open."
01000/frame_233.jpg,The car's front doors have the driver’s side closed and the passenger’s side open. The rear doors are both closed. The hood remains closed.
00101/frame_325.jpg,"The car's front doors are both closed, while the rear left door remains open and the rear right door is closed. Additionally, the hood is open."
10000/frame_290.jpg,"The car's front left door is open while the front right door remains closed. The rear doors are both closed, and the hood is also securely closed."
01101/frame_95.jpg,"The car's front doors are, with the left door closed and the right door open. Meanwhile, the rear doors show the left side open and the right side closed. Additionally, the hood is open."
01111/frame_29.jpg,"The car's front left door is closed, while the front right door is open. Both rear doors are open on the left and right sides. Additionally, the hood is open."
10011/frame_194.jpg,"The car's front left door is open while the front right door remains closed. The rear left door is closed, but the rear right door is open. Additionally, the hood is open."
00011/frame_219.jpg,"The car's front doors are both closed, while the rear door on the left is also closed, with the right rear door open. Additionally, the hood is open."
10011/frame_10.jpg,"The car's front doors are set with the left open and the right closed, while the rear doors are positioned with the left closed and the right open. Additionally, the hood is open."
11000/frame_100.jpg,"The car's front doors are both open, with the left side ajar and the right side likewise open. The rear doors are securely closed on both sides. The hood remains closed."
00010/frame_360.jpg,"The car's front doors are both closed, while the rear left door is closed and the rear right door is open. The hood remains closed."
11011/frame_391.jpg,"The car's front doors are both open, with the left and right sides accessible. Meanwhile, the rear doors show the left door closed, but the right door remains open. The hood is also open, revealing the engine compartment."
10101/frame_322.jpg,"The car's front left door is open while the front right door is closed. At the rear, the left door remains open, whereas the right door is closed. Additionally, the hood of the car is open."
10011/frame_273.jpg,"The car's front left door is open while the front right door is closed. At the rear, the left door remains closed, but the right door is open. The hood is currently open."
10001/frame_21.jpg,"The car's front left door is open while the front right door remains closed. The rear doors are both closed, and the hood is open."
10010/frame_235.jpg,"The car's front left door is open while the front right door remains closed. At the rear, the left door is closed, but the right door is open. The hood is closed."
10010/frame_350.jpg,"The car's front left door is open, while the front right door remains closed. At the rear, the left door is closed whereas the right door is open. The hood is closed."
11010/frame_53.jpg,"The car's front doors are both open, while the rear left door is closed and the rear right door is open. The hood remains closed."
01111/frame_79.jpg,"The car's front left door is closed, while the front right door is open. The rear doors both remain open, with the left side open and the right side also open. Additionally, the hood is currently open."
00100/frame_277.jpg,"The car's front doors are both closed, while the rear door on the left is open and the right rear door remains closed. The hood is also closed."
00001/frame_101.jpg,"The car's front doors are both closed, with the left and right sides securely shut. Similarly, the rear doors are also closed, with no gaps or openings. However, the hood is open, revealing the engine compartment beneath."
00110/frame_155.jpg,"The car's front doors are both closed, while the rear doors are open on the left side and open on the right side. The hood remains closed."
00011/frame_225.jpg,"The car's front doors are both closed, while the rear door on the left remains closed and the right is open. The hood is currently open."
00110/frame_386.jpg,"The car's front doors are both closed, while the rear doors are left open and right open. The hood is closed."
